Customer_ID,Age,Gender,Annual_Income,Spending_Score,Region,Marital_Status,Num_of_Children,Employment_Status,Credit_Score,Online_Shopping_Frequency,Target
CUST_10642,23,Male,95753,44,East,Single,1,Employed,680,17,1
CUST_6137,29,Female,49262,31,North,Single,1,Retired,317,7,0
CUST_5009,43,Female,146665,85,West,Widowed,4,Student,402,15,0
CUST_5816,22,Female,97700,21,South,Single,1,Employed,570,2,0
CUST_10574,25,Female,59045,99,North,Divorced,4,Employed,629,19,0
CUST_7894,43,Male,40289,51,West,Single,2,Retired,353,5,0
CUST_527,52,Female,117276,16,East,Widowed,1,Unemployed,389,1,0
CUST_6109,38,Male,102290,8,South,Widowed,4,Employed,628,11,1
CUST_7084,53,Male,25340,85,East,Married,0,Student,442,16,0
CUST_3828,55,Male,22984,18,West,Married,1,Student,396,11,0
CUST_12282,28,Male,148312,90,West,Married,0,Unemployed,359,2,0
CUST_14628,66,Female,140964,52,East,Married,2,Student,625,15,0
CUST_2446,19,Female,69592,29,South,Widowed,0,Student,516,17,1
CUST_14291,59,Female,27982,66,North,Divorced,1,Student,397,6,1
CUST_3762,48,Male,94631,95,West,Divorced,2,Unemployed,505,13,0
CUST_6820,29,Male,98916,59,West,Single,1,Retired,644,2,0
CUST_10085,55,Male,99533,82,South,Married,4,Employed,753,15,0
CUST_4824,63,Female,118450,93,South,Widowed,3,Employed,644,0,0
CUST_8020,22,Male,130866,38,South,Widowed,2,Employed,308,14,0
CUST_2345,40,Male,118924,59,North,Widowed,0,Unemployed,607,0,1
CUST_14539,30,Female,39913,12,South,Widowed,1,Student,338,0,0
CUST_15272,38,Female,60784,76,West,Divorced,1,Student,843,17,0
CUST_14768,63,Male,100650,71,North,Married,4,Employed,447,11,0
CUST_6688,60,Female,93722,81,East,Widowed,2,Employed,550,5,1
CUST_8288,32,Male,86079,5,East,Divorced,1,Employed,814,8,1
CUST_11019,61,Male,117634,45,North,Single,0,Retired,667,18,0
CUST_6388,32,Male,100175,42,East,Married,3,Student,791,15,0
CUST_5316,31,Female,71947,71,South,Single,2,Unemployed,781,14,1
CUST_4410,63,Female,47268,31,South,Widowed,1,Unemployed,330,15,0
CUST_7978,65,Male,41783,2,South,Married,3,Unemployed,354,13,0
CUST_15318,56,Female,50050,8,West,Divorced,4,Employed,359,19,1
CUST_11988,54,Female,81582,74,North,Single,4,Unemployed,650,5,0
CUST_10974,23,Male,89574,76,North,Widowed,0,Unemployed,807,8,0
CUST_10882,61,Female,28208,21,North,Married,3,Student,573,0,0
CUST_14389,54,Female,94259,67,North,Married,1,Retired,368,2,0
CUST_14408,56,Male,148080,10,North,Married,0,Employed,455,4,0
CUST_4612,62,Male,42792,55,East,Widowed,3,Unemployed,767,18,1
CUST_4512,49,Female,107093,26,West,Single,0,Employed,726,5,0
CUST_6139,39,Male,37589,77,South,Widowed,3,Employed,783,19,1
CUST_5563,52,Male,20191,97,East,Divorced,0,Employed,565,15,0
CUST_5431,56,Male,60657,98,West,Married,2,Student,842,9,0
CUST_11162,51,Male,149879,20,West,Widowed,2,Unemployed,759,8,0
CUST_13628,64,Female,50298,26,North,Divorced,3,Student,760,17,0
CUST_6402,34,Female,34411,91,East,Divorced,1,Student,729,4,0
CUST_11438,41,Male,67022,11,South,Divorced,3,Employed,788,16,0
CUST_13873,39,Female,26544,64,South,Single,1,Retired,767,6,1
CUST_9077,43,Male,70973,25,South,Married,0,Employed,822,15,0
CUST_679,27,Male,24247,47,West,Married,1,Unemployed,623,0,0
CUST_11563,43,Female,135314,36,North,Single,0,Student,356,10,0
CUST_12568,27,Male,130154,62,West,Married,3,Retired,673,7,0
CUST_6188,59,Male,117364,23,East,Divorced,1,Student,658,15,0
CUST_1217,52,Male,24047,73,North,Married,0,Student,325,0,0
CUST_15271,40,Female,81687,71,East,Single,4,Employed,729,3,0
CUST_14161,22,Female,78215,83,South,Married,1,Retired,728,10,1
CUST_8561,48,Female,129823,37,South,Single,0,Retired,619,9,0
CUST_587,38,Male,125706,35,South,Widowed,2,Employed,516,15,0
CUST_870,18,Female,39452,26,South,Widowed,3,Unemployed,447,9,0
CUST_204,62,Female,20993,17,East,Single,4,Student,764,14,0
CUST_2241,46,Female,120785,68,North,Divorced,4,Student,329,17,0
CUST_6786,53,Female,145654,63,North,Widowed,4,Employed,638,2,1
CUST_8955,69,Male,133513,31,West,Married,3,Employed,703,11,0
CUST_10063,54,Female,134659,8,West,Single,0,Unemployed,466,13,1
CUST_9787,54,Female,63127,50,North,Widowed,1,Retired,430,7,1
CUST_1897,22,Male,50313,23,North,Widowed,3,Unemployed,446,9,1
CUST_10097,68,Female,117575,19,East,Single,4,Student,346,15,0
CUST_8346,52,Female,127229,2,West,Widowed,1,Retired,522,18,1
CUST_1657,23,Male,65644,74,East,Widowed,0,Retired,815,5,0
CUST_143,53,Female,40091,64,West,Divorced,3,Retired,717,16,1
CUST_6141,67,Male,105964,73,South,Divorced,4,Employed,656,19,0
CUST_2712,21,Female,122777,66,East,Single,3,Student,765,5,0
CUST_7936,57,Male,148580,51,East,Divorced,3,Unemployed,596,1,0
CUST_5940,43,Female,136238,20,South,Divorced,1,Student,355,0,0
CUST_686,41,Female,134091,23,East,Single,4,Retired,747,10,1
CUST_12948,59,Male,146655,43,South,Single,1,Retired,501,16,0
CUST_4705,24,Male,138079,69,East,Widowed,4,Retired,321,9,0
CUST_4904,61,Male,67027,40,South,Single,2,Unemployed,550,19,0
CUST_5689,67,Male,56035,23,West,Divorced,2,Retired,734,16,0
CUST_9940,61,Female,118164,23,West,Divorced,0,Employed,749,16,1
CUST_10284,41,Female,123951,10,North,Single,1,Retired,652,4,1
CUST_6828,61,Female,25156,96,West,Divorced,2,Unemployed,572,0,1
CUST_14224,58,Female,131195,12,East,Widowed,0,Employed,817,7,0
CUST_2062,60,Male,136770,66,North,Divorced,4,Unemployed,614,7,0
CUST_7682,62,Male,130617,59,North,Married,4,Student,841,14,1
CUST_12264,37,Male,70667,42,South,Married,0,Unemployed,540,6,1
CUST_9996,63,Male,129360,35,North,Widowed,4,Employed,551,11,0
CUST_15157,30,Male,149548,61,West,Single,3,Student,309,15,1
CUST_7608,57,Female,28300,65,North,Single,4,Employed,660,14,0
CUST_8150,28,Male,140538,35,West,Married,4,Retired,433,7,0
CUST_9805,29,Female,140927,27,North,Divorced,3,Unemployed,383,0,1
CUST_5629,35,Female,76743,9,North,Widowed,3,Employed,579,0,0
CUST_8966,41,Female,55466,40,North,Single,3,Employed,692,2,0
CUST_562,38,Female,97774,48,East,Single,4,Retired,637,16,0
CUST_8060,40,Female,84831,32,East,Single,2,Unemployed,302,4,1
CUST_12970,44,Female,65171,59,West,Single,4,Student,770,18,0
CUST_1311,38,Male,95033,3,East,Divorced,1,Retired,402,5,1
CUST_14419,64,Female,87381,54,West,Single,1,Retired,732,10,1
CUST_3555,46,Female,68863,69,East,Widowed,4,Unemployed,540,17,1
CUST_10830,43,Male,43350,87,South,Single,2,Employed,679,10,0
CUST_10872,39,Male,108387,97,South,Widowed,0,Retired,383,15,1
CUST_467,30,Female,42155,51,East,Married,2,Retired,401,3,1
CUST_13977,36,Female,144033,43,West,Divorced,0,Retired,660,10,0
CUST_6825,53,Female,123315,54,North,Divorced,3,Employed,680,10,0
CUST_11630,60,Female,146283,98,West,Divorced,2,Unemployed,795,3,1
CUST_11020,47,Female,59244,10,North,Widowed,4,Unemployed,608,8,0
CUST_5898,54,Male,69800,55,South,Married,0,Unemployed,416,5,0
CUST_14293,45,Female,87490,83,South,Married,1,Unemployed,781,5,0
CUST_6222,64,Male,38646,88,South,Married,3,Retired,689,14,1
CUST_8978,21,Male,116944,89,North,Married,1,Employed,574,12,0
CUST_7667,40,Female,146294,14,North,Widowed,4,Retired,691,6,1
CUST_6892,28,Female,131670,36,North,Single,0,Student,528,10,1
CUST_11742,20,Female,116208,7,South,Divorced,2,Employed,628,2,0
CUST_14633,65,Female,88199,82,West,Married,1,Retired,736,11,1
CUST_11620,55,Male,130768,75,East,Married,3,Employed,474,14,1
CUST_14741,35,Female,112552,44,West,Widowed,2,Employed,406,5,0
CUST_4380,56,Female,130286,4,South,Married,2,Employed,488,1,0
CUST_9405,22,Female,27960,40,North,Divorced,0,Student,478,9,1
CUST_11024,23,Female,131323,79,South,Divorced,2,Student,734,5,0
CUST_7386,56,Female,100085,19,West,Married,2,Retired,449,3,0
CUST_12793,39,Male,45413,93,North,Single,3,Unemployed,623,12,1
CUST_12979,26,Female,55652,32,West,Divorced,0,Student,496,12,1
CUST_13935,48,Female,32090,62,West,Widowed,3,Employed,639,6,1
CUST_6577,48,Female,55243,99,North,Single,4,Retired,796,19,0
CUST_10353,39,Female,123022,15,South,Married,0,Unemployed,429,1,0
CUST_12479,65,Female,108896,21,North,Widowed,1,Retired,699,0,0
CUST_7076,31,Male,64635,75,West,Divorced,0,Unemployed,740,17,0
CUST_2871,48,Female,106760,67,South,Single,4,Employed,363,7,0
CUST_6231,31,Female,57124,49,North,Married,1,Student,430,10,1
CUST_2302,26,Female,125247,84,West,Divorced,4,Student,363,6,0
CUST_1717,51,Male,134900,30,South,Widowed,2,Unemployed,666,19,0
CUST_10514,57,Female,148021,23,South,Widowed,1,Retired,681,8,1
CUST_5370,19,Female,53670,48,East,Married,2,Retired,448,17,1
CUST_8967,42,Female,70762,26,North,Married,1,Employed,590,19,1
CUST_7128,51,Female,108441,77,North,Single,0,Student,577,10,1
CUST_6432,37,Female,143416,22,West,Divorced,4,Retired,412,14,0
CUST_3704,62,Female,106766,69,West,Widowed,4,Student,811,4,0
CUST_10410,22,Female,149820,60,North,Widowed,2,Student,611,0,1
CUST_10191,50,Male,64832,86,South,Divorced,0,Employed,618,16,1
CUST_10736,60,Male,147546,88,North,Widowed,3,Student,698,2,0
CUST_12275,62,Male,35050,38,North,Single,3,Student,623,16,0
CUST_9828,25,Female,77319,95,East,Single,0,Student,461,16,0
CUST_6203,46,Female,108361,45,East,Single,3,Retired,557,0,0
CUST_10899,59,Female,127807,79,East,Married,4,Employed,450,2,1
CUST_2988,18,Female,30151,29,West,Married,0,Employed,743,18,1
CUST_14264,32,Female,78921,86,East,Divorced,3,Student,453,16,0
CUST_6120,35,Female,27871,23,North,Single,2,Student,552,14,0
CUST_5490,24,Male,110975,26,West,Widowed,0,Retired,469,8,0
CUST_8712,65,Female,39399,66,South,Divorced,3,Unemployed,571,19,0
CUST_159,20,Female,34422,96,North,Married,3,Employed,764,9,0
CUST_2128,59,Male,83409,77,East,Widowed,3,Employed,350,10,0
CUST_14951,38,Male,45639,48,West,Single,2,Retired,402,19,0
CUST_10113,25,Female,121554,70,South,Widowed,2,Retired,823,5,0
CUST_11187,67,Female,106163,1,East,Married,2,Employed,481,5,1
CUST_2606,57,Male,106858,20,West,Single,2,Retired,469,4,0
CUST_10708,44,Female,121209,69,East,Widowed,3,Student,475,1,1
CUST_41,62,Male,37550,23,North,Divorced,1,Unemployed,566,18,1
CUST_3475,37,Female,141638,43,East,Widowed,4,Unemployed,740,8,0
CUST_6603,28,Male,21659,8,North,Married,2,Employed,325,19,1
CUST_9771,39,Male,53104,23,South,Divorced,4,Unemployed,375,18,0
CUST_2937,46,Female,82086,93,South,Widowed,4,Retired,505,5,0
CUST_133,51,Male,123483,56,West,Single,2,Retired,339,15,0
CUST_9000,44,Male,115157,7,North,Divorced,2,Unemployed,583,9,0
CUST_5812,65,Male,94317,7,West,Single,2,Unemployed,828,13,0
CUST_10029,45,Male,95819,32,West,Single,1,Employed,465,8,0
CUST_552,41,Female,121347,54,South,Divorced,2,Retired,803,11,0
CUST_2036,53,Male,21039,93,West,Married,0,Employed,424,13,0
CUST_13612,51,Female,30787,69,North,Married,4,Unemployed,419,1,0
CUST_8903,27,Male,68728,65,East,Widowed,2,Retired,558,12,1
CUST_5673,66,Male,148406,92,North,Married,1,Retired,421,0,0
CUST_13924,60,Male,118613,42,East,Married,1,Retired,592,11,1
CUST_8191,64,Female,89613,75,East,Widowed,4,Employed,366,5,0
CUST_11815,64,Female,112623,58,East,Single,3,Employed,717,12,0
CUST_11811,34,Female,33704,40,East,Divorced,3,Employed,313,0,0
CUST_371,32,Male,147763,25,West,Married,1,Unemployed,335,9,0
CUST_9833,66,Female,43715,20,North,Married,0,Employed,849,9,0
CUST_1262,59,Female,62786,21,West,Married,0,Unemployed,458,2,0
CUST_9162,44,Female,146897,17,North,Divorced,4,Employed,563,14,0
CUST_6548,49,Female,26156,98,South,Widowed,3,Employed,690,19,0
CUST_238,57,Female,91787,21,North,Divorced,4,Unemployed,307,4,0
CUST_7094,44,Male,48999,6,North,Married,4,Student,799,13,0
CUST_11306,52,Male,43576,98,West,Divorced,2,Employed,355,1,1
CUST_31,61,Male,147835,29,West,Married,2,Student,514,10,0
CUST_7675,51,Female,73114,76,West,Divorced,2,Student,683,6,0
CUST_2789,44,Male,113088,5,North,Widowed,0,Retired,711,5,0
CUST_1408,68,Female,124423,58,East,Widowed,4,Employed,516,13,0
CUST_14506,30,Male,54107,94,East,Married,4,Unemployed,570,8,1
CUST_12279,66,Female,79709,82,South,Widowed,1,Employed,720,18,0
CUST_12176,62,Male,133803,50,South,Divorced,1,Employed,830,19,1
CUST_13789,39,Female,126419,40,North,Single,0,Unemployed,330,11,1
CUST_8184,68,Female,84487,48,West,Widowed,4,Employed,590,0,0
CUST_601,56,Male,105424,40,North,Widowed,1,Student,795,10,0
CUST_5272,46,Female,45669,58,East,Married,4,Student,737,15,0
CUST_2180,53,Male,61744,48,South,Single,4,Unemployed,318,14,0
CUST_3397,35,Female,27750,76,West,Single,3,Unemployed,720,4,1
CUST_11756,46,Male,48527,48,North,Widowed,4,Retired,307,8,0
CUST_14100,56,Male,81104,28,East,Widowed,2,Retired,576,19,0
CUST_2508,34,Female,64981,12,West,Divorced,4,Employed,830,0,0
CUST_9679,36,Male,55345,99,West,Widowed,2,Unemployed,690,17,0
CUST_15277,48,Male,24191,1,West,Widowed,0,Retired,841,2,1
CUST_8266,69,Female,40748,86,East,Married,1,Unemployed,587,16,1
CUST_4818,38,Male,86350,52,North,Divorced,3,Unemployed,626,16,0
CUST_11771,19,Female,92995,1,West,Widowed,4,Employed,513,13,0
CUST_2004,29,Male,94056,36,West,Divorced,1,Employed,393,9,0
CUST_9377,60,Female,138791,67,East,Single,2,Retired,586,6,0
CUST_13335,45,Male,20476,95,North,Widowed,2,Employed,660,17,0
CUST_15408,57,Male,131590,48,South,Married,1,Retired,650,4,0
CUST_3709,32,Female,95744,94,West,Widowed,0,Student,819,5,0
CUST_224,54,Male,59476,80,South,Widowed,4,Employed,343,19,0
CUST_5034,36,Female,25807,50,West,Divorced,3,Unemployed,579,9,0
CUST_6725,42,Female,70659,10,West,Single,3,Unemployed,447,0,1
CUST_3890,57,Male,134635,25,North,Widowed,1,Retired,448,15,0
CUST_195,21,Female,68979,92,South,Single,2,Unemployed,577,9,0
CUST_14914,24,Female,119494,97,West,Widowed,4,Unemployed,765,7,1
CUST_174,27,Male,89311,30,North,Married,3,Student,649,3,1
CUST_2831,49,Male,131181,7,North,Single,2,Unemployed,569,19,0
CUST_5577,66,Female,56011,18,North,Divorced,1,Student,477,17,0
CUST_1187,38,Female,123948,12,South,Single,0,Unemployed,496,19,0
CUST_6415,18,Female,24129,92,East,Single,2,Retired,449,12,1
CUST_2443,49,Male,148456,41,North,Widowed,2,Student,338,15,0
CUST_1965,37,Male,128331,46,East,Married,2,Unemployed,574,14,0
CUST_2289,50,Male,70331,22,East,Widowed,3,Student,838,0,0
CUST_1281,29,Female,76626,77,North,Married,3,Employed,577,3,0
CUST_13377,57,Male,87839,38,South,Married,0,Unemployed,343,0,1
CUST_1834,61,Female,48832,31,East,Single,3,Student,834,4,0
CUST_8707,53,Female,32987,92,West,Married,2,Unemployed,827,16,1
CUST_4724,28,Female,116333,41,South,Married,2,Employed,506,2,1
CUST_12038,34,Male,43266,76,West,Widowed,1,Employed,448,4,0
CUST_8029,43,Female,49409,19,East,Married,2,Employed,520,12,1
CUST_14471,55,Female,98598,46,West,Divorced,4,Unemployed,345,18,1
CUST_8515,28,Female,109477,77,West,Divorced,1,Retired,834,7,0
CUST_12068,41,Female,100595,70,West,Widowed,1,Retired,825,18,0
CUST_5526,53,Female,88435,8,West,Single,0,Student,807,16,0
CUST_3849,43,Female,148777,4,South,Married,3,Employed,731,13,0
CUST_6308,56,Male,121909,81,North,Married,3,Student,342,17,0
CUST_4897,27,Female,60612,97,North,Divorced,3,Employed,670,19,1
CUST_380,45,Male,145807,34,West,Divorced,1,Unemployed,759,3,0
CUST_7867,67,Female,125254,68,South,Widowed,1,Employed,757,10,0
CUST_2498,52,Female,97240,86,West,Widowed,1,Employed,764,15,0
CUST_11597,54,Female,142224,27,South,Married,3,Student,813,18,0
CUST_5719,23,Female,63810,27,East,Widowed,0,Student,489,17,0
CUST_12703,22,Male,95097,2,South,Divorced,4,Retired,830,11,0
CUST_11904,49,Male,39121,49,South,Married,0,Unemployed,571,7,0
CUST_12704,36,Female,122478,80,South,Single,0,Employed,779,7,1
CUST_5363,59,Male,123190,4,North,Widowed,2,Employed,479,2,1
CUST_63,31,Male,116731,84,South,Widowed,0,Student,457,15,1
CUST_3522,53,Male,72621,48,West,Single,4,Unemployed,439,10,0
CUST_10573,69,Male,49942,27,South,Widowed,0,Employed,807,1,1
CUST_2846,26,Female,59025,98,West,Divorced,2,Student,711,2,1
CUST_10692,51,Female,145547,22,West,Divorced,4,Employed,313,9,0
CUST_14276,58,Male,145217,75,South,Widowed,4,Employed,523,4,1
CUST_4071,39,Male,27067,97,South,Divorced,0,Unemployed,418,4,0
CUST_622,56,Male,76694,17,North,Married,2,Employed,368,10,1
CUST_4831,22,Female,112700,45,South,Widowed,1,Retired,652,19,0
CUST_6,67,Male,27691,47,West,Widowed,2,Unemployed,556,6,0
CUST_2138,30,Male,110949,13,North,Single,3,Unemployed,631,16,1
CUST_1308,52,Male,116852,72,East,Divorced,0,Student,843,0,0
CUST_12841,53,Female,25426,60,East,Divorced,2,Student,327,6,1
CUST_9820,39,Male,93984,7,East,Married,4,Employed,330,15,0
CUST_13323,41,Male,84349,16,North,Married,1,Retired,584,9,0
CUST_3829,57,Male,134912,7,North,Married,1,Unemployed,465,9,0
CUST_2825,24,Male,121760,81,West,Widowed,1,Student,423,5,0
CUST_1892,18,Female,26386,20,West,Widowed,0,Retired,580,5,1
CUST_1265,60,Female,79030,15,South,Married,1,Unemployed,696,19,1
CUST_12580,18,Male,107643,90,East,Divorced,0,Employed,611,11,0
CUST_14314,29,Female,31569,10,South,Widowed,0,Retired,564,12,1
CUST_8423,22,Female,78940,16,North,Married,3,Unemployed,314,12,0
CUST_8433,58,Female,115470,27,West,Widowed,0,Unemployed,741,10,0
CUST_10209,32,Male,75029,8,South,Widowed,1,Student,561,2,0
CUST_4224,35,Male,117763,4,East,Widowed,0,Employed,564,16,0
CUST_6255,25,Female,61511,2,West,Single,1,Unemployed,695,10,1
CUST_4042,23,Male,68870,55,East,Widowed,4,Student,629,2,1
CUST_5540,48,Male,24448,72,East,Single,3,Employed,658,8,0
CUST_13520,31,Male,122172,97,North,Married,2,Employed,463,14,1
CUST_1501,33,Female,149665,29,South,Divorced,1,Unemployed,581,16,1
CUST_1921,47,Male,67238,88,South,Single,2,Student,749,16,0
CUST_1718,26,Male,33255,90,North,Single,4,Student,791,13,1
CUST_7231,40,Female,32459,81,South,Single,2,Student,741,14,0
CUST_8751,58,Male,61825,3,South,Married,0,Unemployed,553,18,1
CUST_11071,50,Female,93029,83,West,Divorced,2,Employed,828,10,0
CUST_14176,47,Female,119634,57,East,Divorced,2,Retired,639,3,0
CUST_1267,55,Male,134791,88,East,Widowed,0,Employed,766,9,1
CUST_15132,59,Female,55020,41,South,Married,0,Retired,511,9,0
CUST_10683,40,Male,86339,28,North,Single,0,Student,438,19,1
CUST_4808,69,Male,62394,34,North,Divorced,2,Unemployed,832,7,0
CUST_11218,34,Male,83205,6,West,Widowed,1,Student,434,1,0
CUST_9741,53,Male,57084,63,West,Single,4,Student,335,1,0
CUST_5793,52,Female,30849,15,North,Married,3,Student,345,16,0
CUST_1181,43,Female,114453,26,North,Widowed,0,Student,594,10,0
CUST_7704,57,Female,146011,47,East,Widowed,3,Retired,406,18,0
CUST_673,60,Male,144705,15,South,Divorced,0,Student,694,12,0
CUST_3293,30,Female,37201,51,South,Widowed,2,Student,478,14,1
CUST_2838,66,Female,106198,7,East,Married,4,Student,638,19,0
CUST_3524,56,Female,60897,15,North,Divorced,2,Retired,544,12,0
CUST_14864,45,Male,130777,42,West,Married,1,Employed,327,18,0
CUST_9168,66,Male,112028,75,East,Married,4,Employed,614,5,0
CUST_15263,26,Male,71530,70,West,Divorced,3,Unemployed,665,15,1
CUST_8990,27,Female,34993,30,East,Divorced,3,Retired,756,13,0
CUST_4509,66,Female,105698,36,West,Single,3,Unemployed,385,5,1
CUST_5443,45,Male,71119,33,North,Married,3,Employed,542,1,0
CUST_8116,22,Male,36050,63,North,Married,0,Retired,348,12,0
CUST_14829,60,Female,129984,51,East,Single,3,Retired,479,19,0
CUST_2716,53,Female,80706,58,South,Widowed,2,Student,824,11,0
CUST_3062,57,Male,91646,85,North,Single,0,Student,421,1,0
CUST_3682,60,Male,84035,31,East,Single,2,Student,380,10,0
CUST_2038,57,Female,117535,91,North,Divorced,3,Employed,456,10,0
CUST_5864,69,Male,87562,55,East,Divorced,1,Retired,408,13,0
CUST_3490,45,Male,109606,74,West,Widowed,3,Student,684,4,0
CUST_4034,32,Female,143684,51,West,Divorced,1,Student,460,2,1
CUST_12966,32,Female,65630,4,South,Divorced,1,Retired,316,6,0
CUST_11948,68,Male,32182,24,North,Married,1,Retired,430,10,0
CUST_14444,23,Male,53481,73,South,Divorced,4,Unemployed,845,17,1
CUST_11997,24,Female,32524,11,South,Divorced,1,Employed,828,17,0
CUST_14001,40,Male,59138,85,North,Married,3,Unemployed,773,1,0
CUST_3401,57,Male,40127,97,East,Single,1,Employed,626,9,0
CUST_3877,31,Male,22051,95,North,Widowed,3,Unemployed,824,7,0
CUST_4463,39,Female,24646,69,East,Widowed,4,Unemployed,658,12,0
CUST_6798,67,Female,148355,50,East,Widowed,1,Student,644,14,0
CUST_9988,66,Male,55522,92,West,Married,2,Unemployed,395,15,0
CUST_12665,64,Male,37647,22,East,Single,1,Student,820,10,0
CUST_7024,30,Female,149982,2,West,Single,0,Student,431,7,1
CUST_11476,37,Male,112594,69,West,Divorced,3,Employed,837,11,0
CUST_11147,65,Male,44884,48,South,Widowed,2,Employed,846,11,0
CUST_8018,28,Male,77913,27,North,Divorced,1,Unemployed,347,7,1
CUST_3018,44,Male,143965,37,South,Widowed,0,Student,416,16,1
CUST_14559,52,Male,113841,93,East,Married,1,Employed,342,1,1
CUST_14267,37,Male,123330,32,West,Divorced,4,Unemployed,648,8,0
CUST_9070,41,Male,69629,35,North,Married,0,Unemployed,617,14,0
CUST_6486,22,Female,128431,75,South,Single,4,Student,837,17,0
CUST_1012,52,Female,52571,73,East,Married,4,Student,608,19,0
CUST_3851,29,Male,139172,18,North,Married,4,Employed,659,12,0
CUST_8639,19,Female,139862,56,West,Divorced,4,Student,685,8,0
CUST_8653,25,Male,35700,2,South,Married,4,Employed,526,6,0
CUST_9251,22,Female,94822,66,North,Widowed,3,Employed,580,3,1
CUST_5097,50,Female,31130,21,South,Widowed,1,Employed,464,18,0
CUST_5309,46,Male,98518,3,West,Single,2,Student,649,8,0
CUST_12321,64,Male,62774,53,West,Divorced,4,Unemployed,568,17,0
CUST_6696,28,Female,35257,68,West,Divorced,3,Retired,530,7,0
CUST_3045,32,Female,79706,36,West,Married,3,Retired,458,7,0
CUST_1319,30,Male,22425,43,North,Single,0,Unemployed,667,16,0
CUST_2158,18,Male,100051,68,South,Divorced,4,Unemployed,303,18,0
CUST_2259,48,Female,121880,58,West,Divorced,1,Employed,356,14,0
CUST_7635,21,Female,86827,96,East,Married,2,Retired,432,16,0
CUST_617,68,Male,71877,69,South,Widowed,4,Retired,824,11,0
CUST_10766,64,Female,112310,72,West,Divorced,3,Unemployed,338,2,0
CUST_14825,29,Female,27395,19,West,Single,1,Retired,466,7,0
CUST_8730,20,Male,72599,14,North,Single,4,Employed,306,15,1
CUST_13465,25,Male,146629,97,North,Married,3,Retired,652,13,1
CUST_10212,47,Male,49976,99,South,Married,0,Employed,567,18,0
CUST_5078,36,Male,98368,55,North,Divorced,3,Unemployed,470,14,0
CUST_4391,40,Male,59372,46,South,Divorced,2,Student,533,15,1
CUST_11350,24,Female,22569,50,West,Divorced,3,Employed,511,8,1
CUST_12532,18,Male,70703,67,South,Divorced,3,Employed,619,5,0
CUST_3957,39,Male,83586,27,West,Divorced,1,Employed,627,14,1
CUST_13548,56,Female,86595,70,South,Divorced,3,Employed,740,3,1
CUST_11309,18,Female,50849,82,North,Single,0,Student,464,19,0
CUST_10902,33,Male,102747,58,South,Married,4,Student,718,12,1
CUST_2659,25,Male,134718,94,East,Married,0,Student,674,8,0
CUST_6704,26,Male,74029,15,South,Divorced,2,Student,704,5,0
CUST_7416,62,Female,137882,27,East,Divorced,4,Employed,324,5,1
CUST_5872,68,Female,26910,36,East,Divorced,0,Unemployed,410,2,0
CUST_12246,61,Female,132253,56,North,Widowed,3,Retired,486,12,1
CUST_986,36,Male,112805,94,South,Married,0,Unemployed,337,11,0
CUST_9586,44,Female,24833,81,West,Single,3,Unemployed,410,16,0
CUST_13490,62,Female,85218,39,West,Married,2,Employed,777,19,1
CUST_13551,53,Female,103638,85,South,Single,1,Unemployed,685,4,0
CUST_6045,23,Male,30486,3,South,Widowed,3,Retired,605,8,0
CUST_9134,35,Female,105932,76,South,Divorced,3,Retired,308,2,1
CUST_6731,68,Female,68836,10,South,Divorced,0,Student,372,0,0
CUST_8174,34,Male,21941,54,North,Married,0,Unemployed,378,2,1
CUST_4382,43,Male,107281,80,North,Married,1,Unemployed,802,5,1
CUST_4384,26,Male,39397,14,North,Divorced,1,Retired,418,9,1
CUST_13085,51,Male,130135,22,East,Single,2,Unemployed,725,0,0
CUST_8695,20,Male,117934,88,South,Single,1,Employed,400,15,0
CUST_14251,68,Female,111199,28,East,Divorced,1,Retired,668,18,0
CUST_7805,61,Male,24989,29,North,Widowed,3,Student,523,2,0
CUST_2494,38,Male,86221,54,West,Single,2,Unemployed,750,12,0
CUST_1116,36,Female,118639,23,North,Widowed,2,Retired,625,4,0
CUST_11555,39,Male,63974,68,East,Widowed,3,Unemployed,382,12,0
CUST_3956,19,Female,55896,12,South,Single,1,Employed,576,4,0
CUST_4003,67,Male,146583,57,North,Single,3,Retired,490,6,0
CUST_826,47,Male,32727,35,South,Divorced,2,Employed,837,16,1
CUST_10705,24,Female,131680,35,North,Widowed,2,Employed,322,0,0
CUST_13136,50,Female,42543,34,North,Single,1,Employed,499,2,0
CUST_12027,40,Male,29302,6,West,Married,3,Unemployed,434,16,0
CUST_9067,32,Male,147799,41,North,Single,4,Retired,410,13,0
CUST_2171,60,Female,20569,13,South,Married,3,Employed,796,9,1
CUST_14025,31,Male,94469,52,East,Widowed,1,Retired,390,16,0
CUST_4859,22,Male,97963,57,East,Widowed,0,Retired,374,5,0
CUST_9164,40,Female,68803,35,East,Widowed,2,Unemployed,364,1,0
CUST_9765,30,Female,58720,4,East,Widowed,3,Retired,301,2,0
CUST_8785,27,Female,94499,55,West,Widowed,0,Retired,802,12,1
CUST_13005,19,Female,68752,19,South,Divorced,0,Unemployed,718,6,1
CUST_10637,53,Male,100785,27,East,Single,1,Retired,745,3,1
CUST_3606,51,Female,76370,85,East,Divorced,0,Retired,438,13,0
CUST_3008,26,Male,80931,59,East,Single,3,Retired,439,3,1
