dataset,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__criterion,param_model__max_depth,param_model__min_samples_leaf,param_model__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,params_str
0,0.10115766525268555,0.008413467732034224,0.018930625915527344,0.003830618183090236,gini,17,10,29,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 29}",0.8405058512646282,0.8860673113221245,0.8316684573762716,0.8481429857420797,0.8609925370967274,0.8534754285603663,0.018925784615534336,100,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 29}"
0,0.09726080894470215,0.01205482635519615,0.014687395095825196,0.004068933092378498,gini,17,10,8,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 8}",0.821805035281819,0.874388980844247,0.8178751536622432,0.8526584778000407,0.8389813282225513,0.8411417951621804,0.020774618367197944,154,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 8}"
0,0.0932509422302246,0.008463288457703284,0.019895172119140624,0.007724442117156425,gini,17,10,10,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 10}",0.8239006494952135,0.8759183436420128,0.8157069431135116,0.8535005952899496,0.8336237186746813,0.8405300500430737,0.021730105296724457,162,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 10}"
0,0.09898672103881836,0.007438246244165977,0.016780853271484375,0.0055331787129649715,gini,17,10,9,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 9}",0.8239393675407266,0.8788270368111818,0.8073196465042445,0.8486172817996147,0.838715141659649,0.8394836948630833,0.02411664884984222,183,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 9}"
0,0.0950082778930664,0.003967812071022219,0.018154287338256837,0.0030912985189763564,gini,17,10,13,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 13}",0.8228794610448065,0.8757973497497845,0.8100299096901588,0.8512936666957052,0.8382602046248706,0.8396521183610652,0.02281551272100716,180,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 13}"
0,0.09679951667785644,0.006058085973138626,0.016593170166015626,0.0037283885611612633,gini,17,10,35,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 35}",0.8312231998528714,0.8957516624560793,0.8373116125098006,0.852600400731771,0.853911974523526,0.8541597700148097,0.02254916944864993,89,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 35}"
0,0.09472250938415527,0.0076443018247717345,0.01640605926513672,0.0037766320016238814,gini,17,10,34,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 34}",0.8315619827511107,0.8958581370812402,0.8379988578176574,0.8496045919601979,0.8526778368227972,0.8535402812866006,0.02250162585209857,98,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 34}"
0,0.0905806541442871,0.00751683550686121,0.015932559967041016,0.0031095451513929347,gini,17,10,49,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 49}",0.8452972093968697,0.9053005004307383,0.8404284151736021,0.8667276475883499,0.860469843482301,0.8636447232143721,0.02293650488559962,51,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 49}"
0,0.0929342269897461,0.0050658301826455795,0.016764450073242187,0.005608025062730537,gini,17,10,56,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 56}",0.8615684680237342,0.9036211052066091,0.8473202272749272,0.870594612383967,0.8613700380404797,0.8688948901859435,0.01889214125739028,13,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 56}"
0,0.09370479583740235,0.007286167723962659,0.016414070129394533,0.006219568099671481,gini,17,10,24,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 24}",0.8340302581525685,0.8842040053818083,0.8266447909709517,0.8540571671941999,0.8388796933530795,0.8475631830105217,0.020400215038009283,115,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 24}"
0,0.09728813171386719,0.0106167712780185,0.018178987503051757,0.0019872203951613997,gini,17,10,25,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 25}",0.8327428831392591,0.8843491980524824,0.8225842359477693,0.8486366408223712,0.8450213433225892,0.8466668602568943,0.020978066048065083,123,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 25}"
0,0.09481000900268555,0.0028858859446053175,0.016925764083862305,0.002588058560733652,gini,17,10,38,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 38}",0.8337737511010445,0.8933559833899585,0.8393927074561276,0.8615684680237341,0.8555865299919659,0.8567354879925662,0.02094636904778384,72,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 38}"
0,0.10063567161560058,0.008536882492406271,0.016431760787963868,0.004417477435532526,gini,17,10,36,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 36}",0.8318330090697021,0.8936947662881978,0.8396734132860973,0.852600400731771,0.8564576860160098,0.8548518550783557,0.02133856535825142,81,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 36}"
0,0.09730262756347656,0.0043848301344192745,0.01798691749572754,0.0026612863019957345,gini,17,10,45,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 45}",0.8443921750830019,0.9057844759996516,0.8416770721413984,0.8691281664101596,0.8615829872908015,0.8645129753850025,0.02306315964112492,31,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 45}"
0,0.09977388381958008,0.010685744589469531,0.016886472702026367,0.003913796998666198,gini,17,10,41,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 41}",0.8431435181152056,0.9004220266960925,0.8421562079546225,0.8650385728528424,0.8596083669696355,0.8620737385176798,0.02116847077110684,61,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 41}"
0,0.10217299461364746,0.012413756031975963,0.015974998474121094,0.006616514910425264,gini,17,10,23,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 23}",0.8295873624299446,0.8793545701812971,0.8187947072431784,0.8548218485930831,0.8367695598726177,0.8438656096640242,0.021271003290782402,131,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 23}"
0,0.09314947128295899,0.008521706197611592,0.011698389053344726,0.0032245587120777286,gini,17,10,28,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 28}",0.8405639283328978,0.8906602394711115,0.8306569484372428,0.8533070050623844,0.8528714270503626,0.8536119096707999,0.02034895616267532,96,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 28}"
0,0.09446125030517578,0.01323704032915704,0.01704254150390625,0.004460535470579824,gini,17,10,36,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 36}",0.8312231998528714,0.8934043809468499,0.8390442450465101,0.848443050594806,0.8553009844063071,0.853483172169469,0.02157034613102362,99,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 36}"
0,0.08945689201354981,0.00731713399610182,0.018172407150268556,0.004039020759746659,gini,17,10,2,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 2}",0.8230246537154804,0.8786431260949947,0.8112398486124419,0.8488495900726931,0.8301390945785057,0.8383792626148232,0.023541531961773818,196,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 2}"
0,0.10119390487670898,0.0078125707292638,0.014860391616821289,0.0048962486772073915,gini,17,10,36,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 36}",0.8318330090697021,0.8935350543504563,0.8393927074561276,0.852600400731771,0.8564576860160098,0.8547637715248134,0.02132065368985694,84,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 36}"
0,0.09317641258239746,0.0028866875360107273,0.01920018196105957,0.004395095770102863,gini,17,10,38,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 38}",0.8332220189524834,0.8933559833899585,0.8402832225029281,0.8574304769095256,0.8555865299919659,0.8559756463493722,0.02080162141112601,74,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 38}"
0,0.09113702774047852,0.007498740771792239,0.015584802627563477,0.003212453044626736,gini,17,10,48,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 48}",0.8447067592027955,0.9054505328571014,0.8406752427137478,0.8667276475883499,0.860469843482301,0.8636060051688592,0.02303712666037147,52,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 48}"
0,0.09607462882995606,0.00814535416058733,0.013818931579589844,0.002553269481361785,gini,17,10,15,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 15}",0.8234844305059481,0.8799692191538171,0.820028844943907,0.8515550135029182,0.8328396782530416,0.8415754372719263,0.022097638250894308,144,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 15}"
0,0.09857292175292968,0.006292263344801941,0.01808786392211914,0.0021648322170360313,gini,17,10,4,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 4}",0.8242152336150073,0.8739679220992924,0.8100299096901588,0.8492077319936889,0.8393443098992364,0.8393530214594767,0.02183714379935613,187,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 4}"
0,0.09509525299072266,0.009390795670978773,0.015097618103027344,0.004761693789441365,gini,17,10,2,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 2}",0.8211323092410296,0.8787399212087773,0.8096088509452042,0.8492319307721345,0.83095217353428,0.8379330371402851,0.024191416754408123,199,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 2}"
0,0.09771466255187988,0.015142630536287345,0.012200307846069337,0.0022218493864137904,gini,17,10,6,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 6}",0.8239926048533069,0.8797756289262518,0.808650579318756,0.8532682870168713,0.8347271829718037,0.8400828566173979,0.024596500753524046,171,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 6}"
0,0.0910412311553955,0.00837772200097863,0.01827526092529297,0.0026010628546008917,gini,17,10,27,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 27}",0.8351482417167582,0.8853123094346198,0.821108110462584,0.8541684815750501,0.8536941855175151,0.8498862657413054,0.021602008103987803,111,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 27}"
0,0.09302258491516113,0.011515671932296547,0.015108489990234375,0.003915918108087951,gini,17,10,56,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 56}",0.8615684680237342,0.9036211052066091,0.8473202272749272,0.870594612383967,0.8620863218824714,0.8690381469543418,0.01883717386695486,11,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 56}"
0,0.09286632537841796,0.004351307148757074,0.014715194702148438,0.0018478951300055896,gini,17,10,15,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 15}",0.822864941777739,0.8757828304827171,0.8160796043015748,0.848956064697854,0.8359226026270195,0.8399212087773809,0.021180234804788686,176,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 15}"
0,0.09380383491516113,0.008849263382354979,0.01786465644836426,0.007015482799443472,gini,17,10,40,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 40}",0.8330768262818093,0.892644539303656,0.8380859734200619,0.8650385728528424,0.8593905779636244,0.8576472979643988,0.02130178568864242,70,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 40}"
0,0.09569334983825684,0.004650613279599725,0.01953573226928711,0.0037529558169296243,gini,17,10,28,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 28}",0.8399976769172692,0.8857478874466417,0.8239248482736592,0.8490867381014607,0.855223548315281,0.8507961398108623,0.02040990824480102,109,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 28}"
0,0.0930901050567627,0.0071887294428189955,0.015112352371215821,0.004190737580498139,gini,17,10,10,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 10}",0.8241135987455352,0.8750326683509015,0.8128998848138146,0.8532682870168714,0.8335995198962356,0.8397827917646717,0.02204930624096788,179,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 10}"
0,0.09235343933105469,0.0065106873257713095,0.018229150772094728,0.0057631958557040385,gini,17,10,16,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 16}",0.823445712460435,0.8759522219318367,0.8120190492783924,0.8489802634762996,0.8385893080117316,0.8397973110317392,0.022054342297896466,178,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 16}"
0,0.09613356590270997,0.0034863213393301604,0.014411687850952148,0.0037334156794123622,gini,17,10,16,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 16}",0.8234892702616372,0.8761893699606045,0.8133451423372149,0.8487285961804647,0.8352643958532974,0.8394033549186437,0.0218613382152715,186,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 16}"
0,0.09498467445373535,0.00872187288899801,0.0120330810546875,0.005389621373986427,gini,17,10,27,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 27}",0.8359322821383978,0.8856317333101026,0.8275740240632652,0.8542120393762522,0.8552090290482136,0.8517118215872463,0.020003345194393594,108,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 27}"
0,0.09259753227233887,0.007723161106771141,0.013646411895751952,0.002822024965400904,gini,17,10,43,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 43}",0.8443921750830019,0.9010221564015449,0.8433322685870818,0.8650385728528424,0.8590663143324524,0.8625702974513846,0.020964072244208053,57,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 43}"
0,0.09841241836547851,0.010303686345727448,0.019878578186035157,0.0056077470351897415,gini,17,10,14,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 14}",0.8225648769250129,0.8798385457502105,0.8202514737056074,0.8532682870168713,0.8397847276669475,0.8431415822129299,0.021944674176065337,134,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 14}"
0,0.1106421947479248,0.017414630635993876,0.020268869400024415,0.007869057680298006,gini,17,10,52,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 52}",0.8456601910735546,0.9021691784998694,0.8410043461006088,0.8707688435887756,0.8606537541984881,0.8640512626922593,0.02181300686402204,43,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 52}"
0,0.09877572059631348,0.009444353413874918,0.015319299697875977,0.0015235927442795887,gini,17,10,33,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 33}",0.833536603072277,0.8910570994376205,0.8393152713651015,0.8498901375458566,0.8560269477596771,0.8539652118361065,0.020142561521130052,90,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 33}"
0,0.09852514266967774,0.0024718702827058415,0.015625143051147462,0.001313397524626118,gini,17,10,40,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 40}",0.8330768262818093,0.8927752127072626,0.8378246266128486,0.869215282012564,0.8585194219395805,0.8582822739108129,0.021740191605882746,67,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 40}"
0,0.10093107223510742,0.015449171108320395,0.019248247146606445,0.003313154083897471,gini,17,10,50,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 50}",0.8452972093968697,0.9022078965453825,0.8413334494874699,0.8720320198236393,0.8614281151087494,0.8644597380724222,0.02187912880244217,34,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 50}"
0,0.11117911338806152,0.012154517870442057,0.016960859298706055,0.007950515105981033,gini,17,10,53,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 53}",0.8532392484827367,0.9018933124255888,0.8428579725295468,0.8707978821229104,0.8613700380404797,0.8660316907202524,0.020155253859540815,21,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 53}"
0,0.1121915340423584,0.014125974746836143,0.019034767150878908,0.0013341205164856618,gini,17,10,33,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 33}",0.833536603072277,0.8864593315329441,0.8390539245578883,0.8540426479271326,0.8546863354337874,0.8535557685048059,0.018413202630586385,97,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 33}"
0,0.10379595756530761,0.014867384914287907,0.020049381256103515,0.002719773111409726,gini,17,10,5,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 5}",0.8238667712053895,0.8750278285952124,0.8088780478361453,0.8517873217759966,0.8350611261143538,0.8389242191054196,0.022861988807483802,190,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 5}"
0,0.09670381546020508,0.005817686628347564,0.014431619644165039,0.0028901013209141828,gini,17,10,31,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 31}",0.833101025060255,0.8889179274230237,0.8383231214488293,0.8481865435432819,0.8580015680808433,0.8533060371112466,0.019744337065522068,102,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 31}"
0,0.09650025367736817,0.0068204605781180695,0.013372039794921875,0.003121690728431299,gini,17,10,38,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 38}",0.8332220189524834,0.8933559833899585,0.8393927074561276,0.8574304769095256,0.8555865299919659,0.8557975433400122,0.02093857855447691,75,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 38}"
0,0.09463481903076172,0.0076699359533248974,0.016253042221069335,0.004322722566369489,gini,17,10,24,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 24}",0.8329364733668245,0.8796546350340235,0.8295873624299445,0.8500062916823958,0.837180939106194,0.8458731403238764,0.01825601599791679,125,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 24}"
0,0.09207563400268555,0.006015433737123554,0.015413427352905273,0.004022397023399397,gini,17,10,40,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 40}",0.8330768262818093,0.8926155007695211,0.8388990523758362,0.869215282012564,0.8585194219395805,0.8584652166758623,0.021490527675457553,66,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 40}"
0,0.10072283744812012,0.009585092761503683,0.01332859992980957,0.004306896549421979,gini,17,10,46,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 46}",0.8443921750830019,0.9056344435732886,0.8415996360503722,0.8702606692414167,0.860469843482301,0.864471353486076,0.0231093795180852,33,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 46}"
0,0.09792523384094239,0.006734642499606424,0.014292144775390625,0.0022293392523438154,gini,17,10,16,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 16}",0.8217808365033733,0.87989662281848,0.8092410295128302,0.8489802634762996,0.8350998441598669,0.8389997192941699,0.024369844267768857,189,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 16}"
0,0.08925600051879883,0.00801263179523141,0.020494461059570312,0.0012110916155919276,gini,17,10,44,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 44}",0.8443921750830019,0.9056054050391537,0.842611144989401,0.869215282012564,0.8607166710224468,0.8645081356293135,0.02284577882965969,32,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 44}"
0,0.10212717056274415,0.0058338464299526145,0.012007045745849609,0.002953006782374639,gini,17,10,30,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 30}",0.838240845602114,0.88743212242646,0.8357048136210085,0.8524019707485166,0.859487373077407,0.8546534250951012,0.018608072124327992,86,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 30}"
0,0.08918142318725586,0.010016763316352092,0.02049565315246582,0.0006026856873131461,gini,17,10,37,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 37}",0.8312957961882085,0.893196271452217,0.8402832225029281,0.8573385215514321,0.8555865299919659,0.8555400683373502,0.02117442940215235,77,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 37}"
0,0.09586844444274903,0.009148257411616982,0.016497468948364256,0.004125975843893643,gini,17,10,14,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 14}",0.8243749455527485,0.8754972848970584,0.810944623515405,0.8488592695840714,0.8346013493238862,0.8388554945746339,0.022133671577696072,191,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 14}"
0,0.09413690567016601,0.01234652451720731,0.01326756477355957,0.007333923993946647,gini,17,10,33,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 33}",0.833536603072277,0.8910570994376205,0.8391507196716711,0.8540426479271326,0.8546863354337874,0.8544946811084977,0.020058562695259945,87,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 33}"
0,0.09388103485107421,0.009450600094689739,0.015502262115478515,0.004495784447415528,gini,17,10,8,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 8}",0.8216453233440777,0.8793303714028515,0.8126917753191818,0.8486318010666821,0.8308940964660103,0.8386386735197607,0.02356977227273885,195,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 8}"
0,0.09553413391113282,0.00861544519642564,0.016887903213500977,0.005153602522435572,gini,17,10,60,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 60}",0.8615684680237342,0.9030790525694263,0.8479493955145144,0.8722933666308526,0.8630929910658109,0.8695966547608677,0.018459124976790215,4,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 60}"
0,0.09267659187316894,0.009323250450709582,0.014226913452148438,0.00489417146744739,gini,17,10,52,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 52}",0.8456601910735546,0.9020191460735062,0.8422820416025399,0.8707688435887756,0.8598793932882269,0.8641219231253207,0.021522992791574835,41,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 52}"
0,0.08955426216125488,0.006063103180404511,0.019004392623901366,0.0066170402299982,gini,17,10,23,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 23}",0.8288904376107096,0.8792529353118256,0.8221680169585038,0.8548121690817048,0.8358258075132368,0.844189873295196,0.020645793619721575,129,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 23}"
0,0.09529151916503906,0.005325108174512282,0.017321205139160155,0.003906408957813167,gini,17,10,29,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 29}",0.8405058512646282,0.8860673113221245,0.8316684573762716,0.8481429857420797,0.8585774990078502,0.8529924209425909,0.018757848154185974,104,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 29}"
0,0.09256601333618164,0.0048438679656264815,0.014484548568725586,0.0031093920267097615,gini,17,10,3,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 3}",0.8230730512723716,0.8791948582435558,0.8176573646562322,0.8483801337708472,0.8384828333865706,0.8413576482659154,0.02184153956361712,150,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 3}"
